sample_id,time,anomaly,anomaly_type,data_mode,description,volume,flow,paw
Early cycling1,7.925399872040947,1,Early cycling,paw_flow,Early cycling1,,,6.833333333333329
Early cycling1,8.01835660242302,1,Early cycling,paw_flow,Early cycling1,,-1.2559956650589044,
Early cycling1,8.10249520153551,1,Early cycling,paw_flow,Early cycling1,,,5.4999999999999964
Early cycling1,8.103449890623017,1,Early cycling,paw_flow,Early cycling1,,9.108393596596272,
Early cycling1,8.1422235304349,1,Early cycling,paw_flow,Early cycling1,,20.151789835633487,
Early cycling1,8.180997170246787,1,Early cycling,paw_flow,Early cycling1,,31.19518607467069,
Early cycling1,8.200767754318617,1,Early cycling,paw_flow,Early cycling1,,,4.4999999999999964
Early cycling1,8.241846898978483,1,Early cycling,paw_flow,Early cycling1,,38.79538141460901,
Early cycling1,8.270889315419065,1,Early cycling,paw_flow,Early cycling1,,,6.833333333333329
Early cycling1,8.309149072296865,1,Early cycling,paw_flow,Early cycling1,,,9.666666666666664
Early cycling1,8.326935380678181,1,Early cycling,paw_flow,Early cycling1,,,10.833333333333332
Early cycling1,8.439006442204134,1,Early cycling,paw_flow,Early cycling1,,36.77173993029308,
Early cycling1,8.536020473448497,1,Early cycling,paw_flow,Early cycling1,,,11.166666666666664
Early cycling1,8.636647645551673,1,Early cycling,paw_flow,Early cycling1,,36.127519517269526,
Early cycling1,8.744209852847089,1,Early cycling,paw_flow,Early cycling1,,,11.33333333333333
Early cycling1,8.810526949552795,1,Early cycling,paw_flow,Early cycling1,,34.098526253821504,
Early cycling1,8.948040914351466,1,Early cycling,paw_flow,Early cycling1,,27.923242107798217,
Early cycling1,8.976327575175944,1,Early cycling,paw_flow,Early cycling1,,,11.666666666666664
Early cycling1,9.189593465477683,1,Early cycling,paw_flow,Early cycling1,,19.70290936093068,
Early cycling1,9.207549584133078,1,Early cycling,paw_flow,Early cycling1,,,11.83333333333333
Early cycling1,9.31522648060315,1,Early cycling,paw_flow,Early cycling1,,12.83523878969514,
Early cycling1,9.392613206852957,1,Early cycling,paw_flow,Early cycling1,,1.128890910672112,
Early cycling1,9.39574399764522,1,Early cycling,paw_flow,Early cycling1,,10.095127874072633,
Early cycling1,9.437247044814464,1,Early cycling,paw_flow,Early cycling1,,-4.378089816233299,
Early cycling1,9.483045425463851,1,Early cycling,paw_flow,Early cycling1,,,11.666666666666664
Early cycling1,9.551721600449554,1,Early cycling,paw_flow,Early cycling1,,-9.869015205742455,
Early cycling1,9.57236084452975,1,Early cycling,paw_flow,Early cycling1,,,8.999999999999996
Early cycling1,9.585796545105566,1,Early cycling,paw_flow,Early cycling1,,,11.499999999999998
Early cycling1,9.631605886116445,1,Early cycling,paw_flow,Early cycling1,,,7.166666666666668
Early cycling1,9.646046707652378,1,Early cycling,paw_flow,Early cycling1,,-6.399055410983195,
Early cycling1,9.728490865181996,1,Early cycling,paw_flow,Early cycling1,,-3.621482041436167,
Early cycling1,9.821113243761996,1,Early cycling,paw_flow,Early cycling1,,,5.9999999999999964
Early cycling1,9.84681870179218,1,Early cycling,paw_flow,Early cycling1,,1.9229611393937631,
Early cycling1,9.928299539078024,1,Early cycling,paw_flow,Early cycling1,,1.9416923663560368,
Early cycling1,9.996936106446888,1,Early cycling,paw_flow,Early cycling1,,-1.4908049744787064,
Early cycling1,10.039027511196418,1,Early cycling,paw_flow,Early cycling1,,,5.833333333333332
Early cycling1,10.087648762735563,1,Early cycling,paw_flow,Early cycling1,,-8.366503214412347,
Early cycling1,10.22588521771707,1,Early cycling,paw_flow,Early cycling1,,-12.472655753497063,
Early cycling1,10.25706973768394,1,Early cycling,paw_flow,Early cycling1,,,7.833333333333332
Early cycling1,10.376484282493664,1,Early cycling,paw_flow,Early cycling1,,-14.50700079607715,
Early cycling1,10.524632117722328,1,Early cycling,paw_flow,Early cycling1,,,8.333333333333332
Early cycling1,10.667005612678368,1,Early cycling,paw_flow,Early cycling1,,-15.819524628218602,
Early cycling1,10.74254638515675,1,Early cycling,paw_flow,Early cycling1,,,8.166666666666668
Early cycling1,10.888649545433262,1,Early cycling,paw_flow,Early cycling1,,-14.38926165517151,
Early cycling1,11.096865003198976,1,Early cycling,paw_flow,Early cycling1,,,7.666666666666668
Early cycling1,11.098412528514952,1,Early cycling,paw_flow,Early cycling1,,-13.651385107336624,
Early cycling1,11.40601407549584,1,Early cycling,paw_flow,Early cycling1,,,7.333333333333332
Early cycling1,11.45973789661701,1,Early cycling,paw_flow,Early cycling1,,-12.18901145949708,
Early cycling1,11.693503609106056,1,Early cycling,paw_flow,Early cycling1,,-9.37665152559154,
Early cycling1,11.704542546385156,1,Early cycling,paw_flow,Early cycling1,,,7.166666666666668
Early cycling1,11.845306824187368,1,Early cycling,paw_flow,Early cycling1,,-7.962443889940673,
Early cycling1,11.93576455534229,1,Early cycling,paw_flow,Early cycling1,,,7.333333333333332
Early cycling1,11.997591699390568,1,Early cycling,paw_flow,Early cycling1,,-5.168815182997392,
